2020-01-28,2698170,8.291507421955543e+52,6128,650742
2020-01-29,2718185,1.334388776852616e+53,6172,654612
2020-01-30,2728202,2.147490579427437e+53,6191,657217
2020-01-31,2746972,3.456051091502065e+53,6256,660297
2020-02-01,2763402,5.5619751078289694e+53,6292,663035
2020-02-02,2774355,8.951131300163708e+53,6307,665469
2020-02-03,2791238,1.44054495029995e+54,6346,668361
2020-02-04,2800039,2.3183323808430033e+54,6353,670673
2020-02-05,2820044,3.73099432054937e+54,6383,673766
2020-02-06,2834000,6.0044533454300804e+54,6393,676392
2020-02-07,2844227,9.663230999541644e+54,6423,678872
2020-02-08,2876127,1.5551462885721568e+55,6478,682721
2020-02-09,2878096,2.502765357647426e+55,6489,684629
2020-02-10,2889704,4.027810426240435e+55,6516,687110
2020-02-11,2898212,6.482132565947312e+55,6548,689378
2020-02-12,2913740,1.0431981189773722e+56,6580,692377
2020-02-13,2929837,1.6788646396325073e+56,6594,695083
2020-02-14,2948541,2.7018707443332017e+56,6648,698202
2020-02-15,2962014,4.3482394868246175e+56,6722,701051
2020-02-16,2980513,6.9978131538808835e+56,6754,703917
2020-02-17,3000538,1.1261888652869284e+57,6786,707149
2020-02-18,3009205,1.8124252997422176e+57,6800,709499
2020-02-19,3026625,2.916815792090743e+57,6846,712454
2020-02-20,3035194,4.6941600110084654e+57,6862,714783
2020-02-21,3056818,7.554518275957509e+57,6916,717862
2020-02-22,3078106,1.2157818704078489e+58,6955,721030
2020-02-23,3083684,1.956611265494702e+58,6960,723226
2020-02-24,3101961,3.1488606117942195e+58,6992,726171
2020-02-25,3107902,5.06759995067396e+58,6998,728435
2020-02-26,3114021,8.155511604382495e+58,7003,730583
2020-02-27,3129320,1.3125023714701828e+59,7016,733207
2020-02-28,3135950,2.112267824116826e+59,7026,735450
2020-02-29,3156404,3.399365561375361e+59,7075,738615
2020-03-01,3192338,5.470748589704266e+59,7152,742543
2020-03-02,3212957,8.804316450050196e+59,7171,745703
2020-03-03,3224249,1.4169173904007678e+60,7182,748177
2020-03-04,3243170,2.2803075089477e+60,7200,751173
2020-03-05,3251633,3.669799220893553e+60,7211,753548
2020-03-06,3262213,5.905969378614984e+60,7225,755979
2020-03-07,3264753,9.504736417880887e+60,7232,757973
2020-03-08,3278868,1.5296390580774894e+61,7262,760858
2020-03-09,3284768,2.4617154491464105e+61,7277,763080
2020-03-10,3292211,3.961747002055906e+61,7290,765357
2020-03-11,3309319,6.37581379023367e+61,7347,768216
2020-03-12,3320403,1.0260877705375543e+62,7369,770806
2020-03-13,3338788,1.6513282029338282e+62,7392,774019
2020-03-14,3355310,2.657555144991238e+62,7404,776897
2020-03-15,3382093,4.27692044266043e+62,7486,780577
2020-03-16,3400344,6.8830362776562435e+62,7502,783393
2020-03-17,3406677,1.1077173175113323e+63,7517,785574
2020-03-18,3420926,1.782698225051812e+63,7539,788346
2020-03-19,3428427,2.868974702627929e+63,7551,790614
2020-03-20,3448426,4.617167240450799e+63,7591,793664
2020-03-21,3495649,7.430610422171004e+63,7921,798427
2020-03-22,3508480,1.1958408342316296e+64,7939,800991
2020-03-23,3520679,1.924519278455169e+64,7959,803658
2020-03-24,3534287,3.097213564818107e+64,7981,806651
2020-03-25,3553426,4.984482085205957e+64,8010,809989
2020-03-26,3564064,8.021746365817116e+64,8019,812623
2020-03-27,3585358,1.2909749429832942e+65,8048,816011
2020-03-28,3600513,2.0776227861212785e+65,8089,819350
2020-03-29,3614217,3.343609777146698e+65,8125,822864
2020-03-30,3619203,5.381018352567486e+65,8147,825473
2020-03-31,3623733,8.659909630775585e+65,8152,828232
2020-04-01,3642434,1.3936773655012208e+66,8169,831148
2020-04-02,3661390,2.2429063141810952e+66,8225,834213
2020-04-03,3670229,3.609607832286359e+66,8233,836669
2020-04-04,3698610,5.8091007281595394e+66,8266,840150
2020-04-05,3702865,9.348841435921e+66,8279,843263
2020-04-06,3713979,1.5045501926024283e+67,8296,845953
2020-04-07,3724413,2.421338833881932e+67,8303,848294
2020-04-08,3735908,3.8967671383057394e+67,8326,850844
2020-04-09,3755446,6.271238836009986e+67,8359,853908
2020-04-10,3762873,1.0092580629639406e+68,8366,856914
2020-04-11,3779904,1.624243413930956e+68,8398,860307
2020-04-12,3782127,2.6139664021612527e+68,8401,862296
2020-04-13,3795136,4.2067711606668676e+68,8480,864913
2020-04-14,3809947,6.770141951169104e+68,8491,868176
2020-04-15,3822775,1.0895487367493018e+69,8531,870769
2020-04-16,3840910,1.7534587285086422e+69,8546,873508
2020-04-17,3848523,2.8219182941337246e+69,8564,875842
2020-04-18,3875688,4.541437291506426e+69,8585,879064
2020-04-19,3877261,7.308734882778241e+69,8593,880983
2020-04-20,3892942,1.1762268673541562e+70,8628,883637
2020-04-21,3903915,1.892953658431052e+70,8636,886078
2020-04-22,3914738,3.046413623443102e+70,8659,888635
2020-04-23,3930367,4.902727504059373e+70,8684,891460
2020-04-24,3944079,7.890175120702608e+70,8779,895053
2020-04-25,3969104,1.2698006035172968e+71,8882,898463
2020-04-26,3972895,2.0435459898250141e+71,8888,900576
2020-04-27,3975462,3.288768489290619e+71,8895,902925
2020-04-28,3987435,5.2927598546862455e+71,8907,905419
2020-04-29,3993623,8.51787134624997e+71,8920,907563
2020-04-30,3996970,1.3708185193217552e+72,8923,909999
2020-05-01,4018960,2.20611856710279e+72,9040,913609
2020-05-02,4021515,3.550403692039198e+72,9041,915619
2020-05-03,4033070,5.713820899934543e+72,9111,918533
2020-05-04,4040115,9.195503415493955e+72,9119,921205
2020-05-05,4051125,1.47987283019896e+73,9135,923688
2020-05-06,4058849,2.3816244686190874e+73,9150,925962
2020-05-07,4069129,3.832853062626041e+73,9161,928930
2020-05-08,4093204,6.168379101428956e+73,9254,932386
2020-05-09,4101968,9.927043932353794e+73,9325,934783
2020-05-10,4112921,1.5976028647793913e+74,9405,937292
2020-05-11,4130819,2.571092594073104e+74,9453,940526
2020-05-12,4145941,4.1377724546146145e+74,9491,943228
2020-05-13,4163366,6.659099297176322e+74,9591,946229
2020-05-14,4173367,1.0716781537902204e+75,9620,948717
2020-05-15,4193684,1.7246988129433882e+75,9683,952673
2020-05-16,4199279,2.775633696411622e+75,9686,954933
2020-05-17,4214182,4.466949451601742e+75,9792,957620
2020-05-18,4238134,7.1888583241230454e+75,9820,960983
2020-05-19,4254473,1.156934605243453e+76,9835,963848
2020-05-20,4259368,1.861905772044972e+76,9842,965894
2020-05-21,4269648,2.99644689359507e+76,9893,968481
2020-05-22,4276697,4.8223138468892807e+76,9915,971756
2020-05-23,4278562,7.760761883551893e+76,9920,973645
2020-05-24,4291565,1.248973561769398e+77,9932,976058
2020-05-25,4310231,2.0100281150295978e+77,9951,979075
2020-05-26,4320315,3.2348266984016395e+77,9967,981537
2020-05-27,4348536,5.205948956857237e+77,9995,984726
2020-05-28,4363547,8.378162748191201e+77,10023,987433
2020-05-29,4375984,1.3483345998373696e+78,10102,990830
2020-05-30,4376537,2.1699342060538238e+78,10103,992528
2020-05-31,4376537,3.492170607481534e+78,10103,994153
2020-06-01,4376537,5.6201038343627334e+78,10103,995778
2020-06-02,4376537,9.044680417775297e+78,10103,997403
2020-06-03,4376537,1.4556002214675093e+79,10103,998110
